source_table,row_id,column_name,value,deleted_row
organizations,7759a6e5-6ec8-4932-8892-a9ca9a5adf7e,notes,"Investment custodian for most accounts: Paul individual (Z05399295), Microsoft 401(k), SE/Solo 401(k), IRA (230649441), Jen individual (X85548455), Jen Keogh (676935463).",
organizations,53ca2961-139b-4a4e-8ec1-4b2426e665fe,notes,"Custodian for Jen's Roth (acct TJG-015934, fund MNECX). Associated names in records: Alterra and Pershing (clearing).",
organizations,8e6e4ec2-c019-4fa7-aa1c-76462d480001,notes,"Speculative individual trading account (~$1,900). Not tax-deductible.",
organizations,f86fa124-3a56-4cc2-bac7-e354e3642155,notes,"529 college savings (~$17,000), managed.",
organizations,99e4dab8-a2af-46e9-8185-0e96400b0a47,notes,Renters insurance carrier; policy REN4132900 (Talisman apartment).,
organizations,856c1fba-2652-4934-bd4f-0fd92363e920,notes,Electricity provider (PSE); account 220036912685.,
organizations,9aadca6c-2293-420b-a741-a41d85736f51,notes,Home internet (Astound Broadband); username payneio.,
organizations,88fdb13e-30a5-4f2b-9b40-176d286471df,notes,Insurance; records in finance/insurance/geico.,
organizations,1888d1a8-196f-4bde-b4b5-344a03cc84c2,notes,Insurance; records in finance/insurance/progressive.,
organizations,8723960e-cfaa-4274-b973-a3802156c2d1,notes,"Microsoft-affiliated clinic. Portal: microsoft.crossoverhealth.com. Acct# MSBRP45A. Pharmacy 425-497-1225, Billing 657-246-0013.",
organizations,6fbfdb29-0f50-4950-a55c-ce122294f830,notes,,
organizations,a818f0db-09b7-40d4-97c8-054243696ad0,notes,"Apartment / landlord; resident portal talisman.prospectportal.com. Unit 621, mailbox 241.",
organizations,41813e87-9d9e-4411-a13a-6ee5fea6a02b,notes,Overlake Medical Center. MyChart.,
organizations,cc8e91b0-1f49-471c-a4e2-98aa41f1113c,notes,Fax 425-899-4510.,
organizations,b193ed4c-fb53-449e-91de-d992b15070b9,notes,a.k.a. Redmond Town Center Dental.,
organizations,ddf3349b-2d49-4679-a7c9-c933941e0dc7,notes,Store #70100664.,
organizations,a60f39c8-2b96-4752-839b-19893f00d326,notes,Rite Aid (17220 Redmond Way) closed; scripts auto-moved here.,
organizations,5c0979c9-39ca-47d6-900f-6f8daa650c6a,notes,,
organizations,6d283d21-e72c-4936-896b-a44feb7edab6,notes,"Mortgage servicer; formerly HomeStreet Bank (merged into Mechanics Bank Sept 2, 2025). Customer service 1-800-237-3194; accessibility 800-719-8080. Legacy site homestreet.com.",
organizations,6b995cff-0b31-419d-a81f-d9230a652712,description,,
organizations,93368158-1363-4d5b-82ad-1da95d8d8a29,description,,
organizations,1cc4bd8c-e384-4063-a00d-91218f380daa,description,,
organizations,9ba8ebc0-78db-4ca7-8ebe-bdeb4f73cf0c,description,,
organizations,d2b678ae-3956-46a3-b252-534f93fe3f61,description,,
organizations,51284334-fe28-4c61-861f-10c009f87a8d,description,,
organizations,e37a092b-822e-4729-8e35-cb9bfa4de5f3,description,,
organizations,8460175c-2e5c-40c1-a982-a99588f83e76,description,,
organizations,0a149e7e-e7e7-4e37-ae2e-0f671321f093,description,,
organizations,6cd91be6-4d75-49ce-a98f-80106d71bde7,description,,
organizations,7c342097-7bed-4672-96ea-a55c44def599,description,,
organizations,46c5abb3-97fb-4984-93dc-2e9fb3a1dcc3,description,,
organizations,71a36f25-1374-4e6c-bdf5-7ac224cca3f2,description,,
organizations,926dc8f2-ee7d-4e39-86fd-e45180965db1,description,,
organizations,ac7a218d-8cba-4bcc-a9ba-ff3111d3fe20,description,,
organizations,36e9d2c1-b71e-4865-b774-5d88f7d56f37,description,,
organizations,9a175681-495c-4225-9671-3a318d70d14d,description,,
organizations,26ee0d47-0246-4ad6-aa4b-33d0220bfb18,description,,
organizations,310f9e74-6fc2-4d33-91a0-92b104b134b5,description,,
organizations,e110c692-5159-4ed8-bee5-2f991a5a7ba7,description,,
organizations,f27105de-4e75-4520-a6f5-a1d902a55169,description,,
organizations,577d2b89-6e7b-4358-83ef-0199ba45cfd8,description,,
organizations,a959115d-7463-4d24-a504-7a64e8d8fdf6,description,,
organizations,d4e67850-fac2-404b-8a5a-e63f3f734fdd,description,,
organizations,1f63ddd5-21e1-4a62-93f3-f5ff54fc69fe,description,,
organizations,dbe697cf-a3d0-4d8d-9429-cfdbca7a76e1,description,,
organizations,93643559-acde-4e02-9a0b-5767255fe250,description,,
organizations,4ae25353-5ebb-4725-936a-84b5eb4684e4,description,Employer — MADE: Exploration research team.,
organizations,6f717c27-354d-43f1-9ab7-3f7cac216ebc,description,,
organizations,bde5c7c9-c742-4b3b-bbfd-fbe84fcfb414,description,,
organizations,1a057d38-38a4-4f7b-9747-10d8496f2e4b,description,,
organizations,9d7b9f2e-7df5-46cc-8b99-30b1b28121be,description,,
organizations,d8101bf2-9e7b-409d-b820-3e2aefd3689b,description,,
organizations,6e73170d-b951-407f-96a4-d08b71e0d97b,description,,
organizations,7adb36a4-2be5-4ef2-b299-63b819d25467,description,,
organizations,d32b926d-066e-4069-b187-3b9b0eeac899,description,,
organizations,be455fa7-28eb-4c7f-98e1-f82f6406b5bd,description,,
organizations,aa51d45a-c9dc-41b3-8a3e-b04f25435e05,description,,
organizations,9d27fa6b-e90f-4d83-8578-f3325246b6b4,description,,
organizations,9804b2a8-e430-4f15-8a33-779d43de57f5,description,,
organizations,c1f0f2bd-fc1e-4a83-9ebd-e85c88e0d72f,description,,
organizations,a85aa1e3-d9a5-475f-b81e-100e26dcd87f,description,,
organizations,e44eaf96-fa67-42a9-aebe-886a12e148ab,description,,
organizations,01fd9a44-c6cc-496c-ab80-cedf2c51527c,description,,
organizations,395b7386-8e67-4436-afe5-0f87ba8649b1,description,,
organizations,ed30b3f0-4ddb-418a-8355-905695d85747,description,,
organizations,2aca241b-fb08-4d26-af4c-da69a8af4e82,description,,
organizations,2f3810ad-d473-4022-86cf-628527a463d5,description,,
organizations,36688ebc-bac0-4b02-94df-5062562056e6,description,,
organizations,90f0db3d-b12c-4eb9-8ee8-161bc6168b9c,description,,
organizations,2e776b5e-ba0c-4d51-b282-0c69dbec15e0,description,,
organizations,da239ea1-e891-4587-b8cd-b32153c2ca3a,description,,
organizations,7cecc847-c2d1-4fdd-b8c1-fb1eff6dce73,description,,
organizations,27b5f958-1cf2-40f5-b096-d50e60759571,description,,
organizations,dca4b238-8abc-4f71-9f6d-29dd75492286,description,,
organizations,c225cc7f-9136-444d-8d0c-5651e9779dc1,description,,
organizations,b5839411-ae0b-43fd-b329-865113fed870,description,,
organizations,6a7ee6e9-6e3e-406f-8603-8cffd83daba9,description,,
organizations,482b11bf-f496-4376-825f-815cffb39a8e,description,,
organizations,0e5bfa81-6484-4070-b1e8-eadec4cb82fc,description,,
organizations,9569b5da-fc22-419e-ac53-f1d92e3b5311,description,,
organizations,83e05a17-9aec-42ee-9454-57160f996b05,description,,
organizations,71f11541-7616-4af0-8ab7-93caef424cb6,description,,
organizations,cbf88d98-a2c0-4520-9e2c-812a96daf7df,description,,
tasks,e4099cca-4845-409c-b0b9-5d33979076e9,context,,
organizations,febae1ad-aba2-4223-8bda-9cc811604631,description,,
organizations,d24e1968-a535-4ad4-b17e-08f6d7cf551e,description,,
organizations,5e928403-6b29-429a-903e-f97dbd197380,description,,
organizations,6e3323e9-ccae-4b6a-a847-2267fa2215bc,description,,
organizations,b96b9d74-23e8-4fc7-a9d2-a742a4fb487c,description,,
organizations,2fbff906-39e9-4c6d-8c85-8616e15e6743,description,,
organizations,ae39012d-a257-4bcf-bc22-d21b894196ab,description,,
organizations,2e5b1a81-7845-4dab-a23f-83c38b0fa986,description,,
organizations,20f6287a-ce19-4c44-a053-ffca027a45fe,description,,
organizations,a5026bba-8ce8-4576-aa3a-14db0cad7ca3,description,,
organizations,02b3f885-f91a-4184-9734-66823876a685,description,,
organizations,38abcb23-09cd-4204-b25a-77fef80629f5,description,,
organizations,8d0ac60f-45ea-464a-b955-3bfeffeb4227,description,,
organizations,eed87dec-a21b-4739-a151-d517ac695fad,description,Digital rights. Collaboration + guest blog posts. High priority.,
organizations,3e12a9a9-5437-49bc-9d4d-b4ea35f8ed00,description,Digital rights globally; also runs a grants program.,
organizations,58ef62bb-70b9-4818-b6c6-76ee0befd6d2,description,Infrastructure grants (ISOC Foundation). ACTION: join Seattle chapter this week.,
organizations,eed6e705-5088-494e-8eec-c669127621a0,description,Internet Freedom Fund — concept note ready to submit ($50k–$300k). Highest-priority active application.,
organizations,8776190c-f1df-47ab-8cb5-463a4960fe02,description,Germany; funds base technology; open to international applicants. Assess Wild Cloud eligibility.,
organizations,052356af-c543-49c2-b754-4505fb23cc2d,description,NGI Fediversity / NGI TALER grants (€5k–€50k). Deadline 2026-08-01.,
organizations,e6e84124-3797-42b8-9fe8-f2fdceefc18f,description,Possible fiscal sponsor / member-project path. High priority to investigate.,
organizations,2496e714-142e-4c75-8199-47f0d46947f3,description,In-kind DNS/CDN credits via Project Galileo (nonprofit program).,
organizations,64a91cf8-923c-4546-8340-4dab52da3e37,description,Peer self-hosting project. Contact: Ammar Hussein.,
organizations,f21896bf-9d9b-470e-82f1-d646db33e163,description,Privacy company; learn from business model; possible sponsor.,
organizations,7759a6e5-6ec8-4932-8892-a9ca9a5adf7e,description,,
organizations,53ca2961-139b-4a4e-8ec1-4b2426e665fe,description,,
organizations,8e6e4ec2-c019-4fa7-aa1c-76462d480001,description,,
organizations,f86fa124-3a56-4cc2-bac7-e354e3642155,description,,
organizations,99e4dab8-a2af-46e9-8185-0e96400b0a47,description,,
organizations,856c1fba-2652-4934-bd4f-0fd92363e920,description,,
organizations,9aadca6c-2293-420b-a741-a41d85736f51,description,,
organizations,88fdb13e-30a5-4f2b-9b40-176d286471df,description,,
organizations,1888d1a8-196f-4bde-b4b5-344a03cc84c2,description,,
organizations,8723960e-cfaa-4274-b973-a3802156c2d1,description,,
organizations,6fbfdb29-0f50-4950-a55c-ce122294f830,description,,
organizations,a818f0db-09b7-40d4-97c8-054243696ad0,description,,
organizations,41813e87-9d9e-4411-a13a-6ee5fea6a02b,description,,
organizations,cc8e91b0-1f49-471c-a4e2-98aa41f1113c,description,,
organizations,b193ed4c-fb53-449e-91de-d992b15070b9,description,,
organizations,ddf3349b-2d49-4679-a7c9-c933941e0dc7,description,,
organizations,a60f39c8-2b96-4752-839b-19893f00d326,description,,
organizations,5c0979c9-39ca-47d6-900f-6f8daa650c6a,description,,
organizations,6d283d21-e72c-4936-896b-a44feb7edab6,description,,
areas,187b5874-58a8-43bd-b6fa-b407317ac737,description,Ensuring I have enough resources.,
areas,e23c1e03-3d53-431d-9034-17211a937c72,description,,
areas,8d55f1dc-7b0c-45b8-aa39-ad9692efe5c0,description,Improving my personal relationships,
areas,79076cfb-b51c-4a02-9e67-6c739ca6429d,description,Focus on my contributions towards a better society.,
areas,9296d45d-016c-4acb-8e36-425bcaa40fca,description,Managing my beautiful life.,
areas,57e87863-7ee7-410d-b25d-096c29474fbd,description,"Microsoft work — the MADE: Exploration research team (Amplifier, an LLM agent framework).",
areas,6ccd393f-47a6-4595-a489-96a98192e869,description,"Rest, joy, hobbies, travel, and play.",
areas,87c8ede5-da12-489f-be8f-fe639e5730f3,description,"Physical space, possessions, vehicles, and household logistics.",
areas,187b5874-58a8-43bd-b6fa-b407317ac737,intended_outcome,,
areas,e23c1e03-3d53-431d-9034-17211a937c72,intended_outcome,,
areas,8d55f1dc-7b0c-45b8-aa39-ad9692efe5c0,intended_outcome,,
areas,79076cfb-b51c-4a02-9e67-6c739ca6429d,intended_outcome,,
areas,9296d45d-016c-4acb-8e36-425bcaa40fca,intended_outcome,,
areas,57e87863-7ee7-410d-b25d-096c29474fbd,intended_outcome,,
areas,6ccd393f-47a6-4595-a489-96a98192e869,intended_outcome,,
areas,87c8ede5-da12-489f-be8f-fe639e5730f3,intended_outcome,,
programs,192210a5-0a3e-4779-838b-e80e2d9b6faf,description,,
programs,aca37eb7-4e90-4ef4-bfda-440a14b2151d,description,,
programs,de62b9c9-0a30-4b21-9fdb-6324e02cb885,description,"Civil Society Technology Foundation — WA 501(c)(3) (EIN 99-1604946), formerly Seattle AI Society. Community-owned digital infrastructure for civil society.",
programs,cdf200a1-9844-4702-af30-889b2551f5bb,description,,
programs,03174ab6-6e1f-47db-9d3c-baa21805d155,description,,
programs,d02679ee-ed3b-4415-943f-985902bc9eb5,description,,
programs,ab2c5ed1-0431-4174-9399-78636024d491,description,Immediate and extended family.,
programs,464d441d-5d07-4d1e-b696-18ab6ba13428,description,Friendships and staying connected.,
programs,7911ec58-7aff-46b6-898c-e27fde86e82b,description,Broader social and community ties.,
programs,81555a11-e654-4b61-97cb-a5b54e403ba6,description,"Income, spending, and budgeting.",
programs,f1a8f6de-ed6f-454d-b254-3ed087196291,description,"Taxes, insurance, and financial admin.",
programs,94526481-9458-4dc3-b669-5f50a020dbe4,description,"Upkeep, repairs, and chores.",
programs,3563c0f8-286d-498e-9432-d35e97cf63fe,description,Small intestinal bacterial overgrowth. Methane-predominant (elevated CH4).,
programs,9ab54104-86df-4899-a0c9-c571236bc98d,description,Long-term wealth and retirement.,
programs,4748beb2-a360-4daa-af26-e3a3c292837b,description,"High cholesterol. Total 350 (from 233); triglycerides elevated. LDL improved >50% on statin by 2025-06-19.

Elevated calcium score.",
programs,aeb85050-9a3e-4da0-9bbe-fcb311af9448,description,Major depression during 2023 (post-divorce). Started therapy 2023-05; Zoloft trial 2023-06.,
programs,d89b6c2c-b76d-48b0-80b7-d763ecfbdaa3,description,Holds projects that predate this area's programs.,
programs,89a682c5-0529-4983-a320-94332208e183,description,,
programs,de8bc5c5-a3fb-4b15-8e51-a44862e8fd74,description,Side lesion; removed at Polyclinic 2023-07-12.,
programs,6524c305-ef7f-44ee-9c01-c8f7767fc823,description,"Kitchen-knife injury to thumb nailbed; distal phalanx tip fracture, nailbed laceration misaligned. Repaired surgically 2026-03-27.",
programs,286ae2ba-73fd-4178-ac53-37a0ac31c983,description,High-frequency loss; worse at highest frequencies vs 5 yrs prior (2025-03-28).,
programs,b26afcbe-83af-4cee-b247-fd77bc5d5d75,description,Right hand middle finger left side. Bumps.,
programs,1c635f48-e11d-4c97-9b1b-223f1ffc2bd5,description,,
programs,fb0b94f2-5e1d-489a-bb59-849c9a967430,description,B12 low on annual labs; supplementing 1000mcg/day.,
tasks,2367cf6c-d86c-421e-93d0-1254aac320e3,context,,
tasks,8352ec26-ad4a-4b7a-a89d-2c45faa638be,context,,
programs,192210a5-0a3e-4779-838b-e80e2d9b6faf,intended_outcome,"Outcome-driven agent workflows + context management: recipes/bundles, orchestration, and the platform to run them.",
programs,aca37eb7-4e90-4ef4-bfda-440a14b2151d,intended_outcome,"Efficient, productive systems.",
programs,de62b9c9-0a30-4b21-9fdb-6324e02cb885,intended_outcome,Enable communities to own and control their own digital infrastructure via the Wild Cloud platform and curated Wild Directory — digital sovereignty over dependence on Big Tech.,
programs,cdf200a1-9844-4702-af30-889b2551f5bb,intended_outcome,Build and explore runnable models of societies and the world (e.g. Societal Models Julia gallery) — a long-running personal research interest.,
programs,03174ab6-6e1f-47db-9d3c-baa21805d155,intended_outcome,,
programs,d02679ee-ed3b-4415-943f-985902bc9eb5,intended_outcome,,
programs,ab2c5ed1-0431-4174-9399-78636024d491,intended_outcome,,
programs,464d441d-5d07-4d1e-b696-18ab6ba13428,intended_outcome,,
programs,7911ec58-7aff-46b6-898c-e27fde86e82b,intended_outcome,,
programs,81555a11-e654-4b61-97cb-a5b54e403ba6,intended_outcome,,
programs,f1a8f6de-ed6f-454d-b254-3ed087196291,intended_outcome,,
programs,94526481-9458-4dc3-b669-5f50a020dbe4,intended_outcome,,
programs,3563c0f8-286d-498e-9432-d35e97cf63fe,intended_outcome,"Optimal gut health — regular, complete motility and resolved methane overgrowth (IMO); symptom-free.",
programs,9ab54104-86df-4899-a0c9-c571236bc98d,intended_outcome,Financial independence.,
programs,4748beb2-a360-4daa-af26-e3a3c292837b,intended_outcome,Cholesterol in range and cardiovascular risk controlled.,
programs,aeb85050-9a3e-4da0-9bbe-fcb311af9448,intended_outcome,Equanimity,
programs,d89b6c2c-b76d-48b0-80b7-d763ecfbdaa3,intended_outcome,,
programs,89a682c5-0529-4983-a320-94332208e183,intended_outcome,Life partner.,
programs,de8bc5c5-a3fb-4b15-8e51-a44862e8fd74,intended_outcome,,
programs,6524c305-ef7f-44ee-9c01-c8f7767fc823,intended_outcome,,
programs,286ae2ba-73fd-4178-ac53-37a0ac31c983,intended_outcome,,
programs,b26afcbe-83af-4cee-b247-fd77bc5d5d75,intended_outcome,,
programs,1c635f48-e11d-4c97-9b1b-223f1ffc2bd5,intended_outcome,,
programs,fb0b94f2-5e1d-489a-bb59-849c9a967430,intended_outcome,,
projects,4db480f1-5b5b-4611-884f-f0bcc38cf42d,description,,
projects,693fee23-2762-4f00-b76a-b2b9c5411fcc,description,,
projects,ea68d9fd-278f-4908-a2b3-81c97de756da,description,,
projects,e6fb2aaf-733f-4b77-8123-d214b90fa238,description,,
projects,35412708-cd7c-4c68-a39f-ca89aea5ade2,description,,
projects,a384618f-96c6-4ad0-ae79-6f43ec54f2b5,description,,
projects,c1d87381-5c01-459f-8f93-c4bb9b450916,description,,
projects,9dd68fa2-8f12-47a3-9c7b-6b74c0bf9992,description,,
projects,d5f8fb75-ba6d-4a26-9795-0b42c1a139fb,description,,
projects,a1c1ddde-89fe-409e-8f44-1e80f973ef30,description,,
projects,0ea6dc19-e9cc-4b7a-90c5-318381e4da75,description,,
projects,9533d3ec-6213-473b-9a9c-6417a30a30d7,description,,
projects,19b68717-a88a-4512-be7b-d39ac3754e94,description,,
projects,929d892e-b8ba-43e7-a74b-132682a19b8b,description,,
projects,19cbd6f3-c84e-4250-a37f-583c129fb4c6,description,,
projects,b731afde-f3f5-4e8c-a30e-e8a3789ff730,description,,
projects,70aadb12-3001-4b81-aa72-a41c0c2627be,description,,
projects,aff2f276-97be-4a74-8cb2-12fd0c463fe8,description,,
projects,79287625-ebda-433d-af86-cab2dd5b8277,description,,
projects,a6ae08be-73c2-430f-afcb-9019aab546ee,description,,
projects,d20ba35e-10d4-430f-aa28-58aba41bdaa6,description,,
projects,d6ba9cf9-7475-48f1-bfb3-50520e9cdb6a,description,,
projects,c76d0fb8-bed6-4e1b-a0b4-2f93441ccf97,description,,
projects,a25a013c-f983-4219-aaa4-519f081748f9,description,,
projects,20ee034e-e9ae-47ae-8ab4-42b3a2bc6963,description,,
projects,1dcdb06b-2dae-4dc2-9b51-cce8f20cbe54,description,,
projects,e438c91f-2820-4941-8cef-fabdbe02d854,description,,
projects,c07f3b25-b5f8-4186-9ea6-157c5350eccc,description,,
projects,b6229813-d410-42fd-986a-e109522704e2,description,,
projects,0b58c6a1-73ac-4c24-accb-97026c1396f9,description,,
projects,609fdd13-6537-4beb-9b5c-f6031dd8353b,description,,
